\,SWC Type(s),Path length (µm)
Root centroid,Undefined,0.0
Path (1),Axon,23.770562748477115
Path (2),(Basal) Dendrite,2.441827799864634
Path (3),(Basal) Dendrite,7.270254924610825
Path (4),(Basal) Dendrite,3.186599324881553
Path (5),(Basal) Dendrite,1.876142374915395
Path (6),(Basal) Dendrite,1.853265991548225
