-,Unit,Center,"Start radius","End radius","Radius step","I branches (specified)","Max inters. (sampled)","Max inters. radius (sampled)","Sum inters. (sampled)","Mean inters. (sampled)","Median inters. (sampled)","Skeweness (sampled)","Kurtosis (sampled)","Centroid value (sampled)","Centroid radius (sampled)","Ramification index (sampled)","Branching index (sampled)","Enclosing radius (sampled)","Intersecting radii","Critical value","Critical radius","Sum inters. (fit)","Mean inters. (fit)","Median inters. (fit)","Skeweness (fit)","Kurtosis (fit)","Centroid value (fit)","Centroid radius (fit)","Ramification index (fit)","Branching index (fit)","Enclosing radius (fit)","Polyn. degree","Polyn. R^2","Polyn. R^2 (adj)","K-S p-value","Sholl decay",Method,Normalizer,R^2,r,"Determination ratio","Regression intercept","Regression slope"
"Analysis 1",µm,"32.171, 35.467, 0",5.0,20.0,3.75,7.0,9.0,15.0,20.0,5.0,4.5,0.940660920673972,1.5000000000000036,5.0,12.5,1.2857142857142858,11.0,20.0,4,7.499999999999998,15.0,19.999999999999993,4.999999999999998,5.4999999999999964,-0.863918795449659,-0.2857142857143007,4.999999999999998,12.5,1.0714285714285712,6.9999999999999964,20.0,2,0.7115384615384619,0.7115384615384619,0.7714285714285715,0.12922936352707431,Semi-log,Area,0.8709531257099348,-0.9332486944592715,1.1651878040344341,-2.8657395739406057,-0.12922936352707431
