\,SWC Type(s),Path length (µm)
Path (1),Axon,25.075468957064246
Path (2),(Basal) Dendrite,21.17874939114211
Path (3),(Basal) Dendrite,9.416988933062601
Path (4),(Basal) Dendrite,9.950322266395936
Cell1,Undefined,0.0
Path (6),Axon,24.412727257267306
Path (7),(Basal) Dendrite,9.55979797464467
Cell2,Undefined,0.0
