-,Unit,Center,"Start radius","End radius","Radius step","I branches (specified)","Max inters. (sampled)","Max inters. radius (sampled)","Sum inters. (sampled)","Mean inters. (sampled)","Median inters. (sampled)","Skeweness (sampled)","Kurtosis (sampled)","Centroid value (sampled)","Centroid radius (sampled)","Ramification index (sampled)","Branching index (sampled)","Enclosing radius (sampled)","Intersecting radii","Sholl decay",Method,Normalizer,R^2,r,"Determination ratio","Regression intercept","Regression slope"
"Analysis 1",µm,"28.133, 33.778, 0",10.0,35.0,4.166666666666667,3.0,8.0,20.0,24.0,4.0,3.5,0.42955830598619116,-1.5720221606648224,4.0,22.5,2.6666666666666665,9.0,35.0,6,0.15479732535998122,Semi-log,Area,0.8483143965201999,-0.9210398452402588,1.0023033421190795,-2.5778974630628473,-0.15479732535998122
