-,Unit,Center,Start radius,End radius,Radius step,I branches (specified),Max inters. (sampled),Max inters. radius (sampled),Sum inters. (sampled),Mean inters. (sampled),Median inters. (sampled),Skeweness (sampled),Kurtosis (sampled),Centroid value (sampled),Centroid radius (sampled),Ramification index (sampled),Branching index (sampled),Enclosing radius (sampled),Intersecting radii,Sholl decay,Method,Normalizer,R^2,r,Determination ratio,Regression intercept,Regression slope,Critical value,Critical radius,Sum inters. (fit),Mean inters. (fit),Median inters. (fit),Skeweness (fit),Kurtosis (fit),Centroid value (fit),Centroid radius (fit),Ramification index (fit),Branching index (fit),Enclosing radius (fit),Polyn. degree,Polyn. R^2,Polyn. R^2 (adj),K-S p-value
Analysis 2,µm,"38.233, 29.4, 0",5,20,3.75,4,3,5,8,2,2,0,1.5,2,12.5,0.75,0,20,4,2.67545996,Log-log,Area,0.983587645,-0.991759873,0.994536791,1.100269672,-2.67545996,3,5,8,2,2,9.79E-15,1.5,2,12.5,0.75,3.55E-15,20,3,1,1,0.771428571
