-,Unit,Center,"Start radius","End radius","Radius step","I branches (specified)","Max inters. (sampled)","Max inters. radius (sampled)","Sum inters. (sampled)","Mean inters. (sampled)","Median inters. (sampled)","Skeweness (sampled)","Kurtosis (sampled)","Centroid value (sampled)","Centroid radius (sampled)","Ramification index (sampled)","Branching index (sampled)","Enclosing radius (sampled)","Intersecting radii","Sholl decay",Method,Normalizer,R^2,r,"Determination ratio","Regression intercept","Regression slope"
"Analysis 1",µm,"35.891, 30.582, 0",5.0,25.0,4.0,11.0,5.0,10.0,14.0,2.8,2.0,0.5184205276797875,-1.6872427983539104,2.8,15.0,0.45454545454545453,5.0,25.0,5,2.744745747421453,Log-log,Area,0.9429341111141699,-0.9710479448071397,0.9618967987976221,1.643390305359985,-2.744745747421453
