-,Unit,Center,"Start radius","End radius","Radius step","I branches (specified)","Max inters. (sampled)","Max inters. radius (sampled)","Sum inters. (sampled)","Mean inters. (sampled)","Median inters. (sampled)","Skeweness (sampled)","Kurtosis (sampled)","Centroid value (sampled)","Centroid radius (sampled)","Ramification index (sampled)","Branching index (sampled)","Enclosing radius (sampled)","Intersecting radii","Sholl decay",Method,Normalizer,R^2,r,"Determination ratio","Regression intercept","Regression slope"
"Analysis 1",µm,"43.833, 42.133, 0",5.0,45.0,4.444444444444445,4.0,4.0,15.0,18.0,2.0,1.0,0.8330645527550313,-1.2478134110787176,2.0,25.0,1.0,6.0,45.0,9,0.12612695488330006,Semi-log,Area,0.9575512756236652,-0.9785454898080442,1.0795361981285199,-3.5481325907123327,-0.12612695488330006
