-,Unit,Center,"Start radius","End radius","Radius step","I branches (specified)","Max inters. (sampled)","Max inters. radius (sampled)","Sum inters. (sampled)","Mean inters. (sampled)","Median inters. (sampled)","Skeweness (sampled)","Kurtosis (sampled)","Centroid value (sampled)","Centroid radius (sampled)","Ramification index (sampled)","Branching index (sampled)","Enclosing radius (sampled)","Intersecting radii","Critical value","Critical radius","Sum inters. (fit)","Mean inters. (fit)","Median inters. (fit)","Skeweness (fit)","Kurtosis (fit)","Centroid value (fit)","Centroid radius (fit)","Ramification index (fit)","Branching index (fit)","Enclosing radius (fit)","Polyn. degree","Polyn. R^2","Polyn. R^2 (adj)","K-S p-value","Sholl decay",Method,Normalizer,R^2,r,"Determination ratio","Regression intercept","Regression slope"
"Analysis 1",µm,"33.616, 24.612, 0",5.0,35.0,4.285714285714286,17.0,15.0,10.0,45.0,6.428571428571429,4.0,0.915233720859724,0.1568580905307,6.428571428571429,20.0,0.8823529411764706,11.0,35.0,7,9.571428571428573,15.0,44.99999999999999,6.428571428571428,7.690476190476184,-1.4146127175352878,1.406232429948262,6.428571428571428,20.0,0.5630252100840337,2.2380952380952506,30.0,2,0.502016129032258,0.502016129032258,0.5751748251748252,0.18132579240455945,Semi-log,Area,0.9775808558509159,-0.9887268863801145,1.1549582285159155,-1.6069534162616759,-0.18132579240455945
