-,Unit,Center,"Start radius","End radius","Radius step","I branches (specified)","Max inters. (sampled)","Max inters. radius (sampled)","Sum inters. (sampled)","Mean inters. (sampled)","Median inters. (sampled)","Skeweness (sampled)","Kurtosis (sampled)","Centroid value (sampled)","Centroid radius (sampled)","Ramification index (sampled)","Branching index (sampled)","Enclosing radius (sampled)","Intersecting radii","Critical value","Critical radius","Sum inters. (fit)","Mean inters. (fit)","Median inters. (fit)","Skeweness (fit)","Kurtosis (fit)","Centroid value (fit)","Centroid radius (fit)","Ramification index (fit)","Branching index (fit)","Enclosing radius (fit)","Polyn. degree","Polyn. R^2","Polyn. R^2 (adj)","K-S p-value","Sholl decay",Method,Normalizer,R^2,r,"Determination ratio","Regression intercept","Regression slope"
"Analysis 1",µm,"32.381, 32.114, 0",5.0,25.0,4.0,7.0,8.0,15.0,23.0,4.6,6.0,-0.3102851639745597,-2.270144628099172,4.6,15.0,1.1428571428571428,8.0,25.0,5,7.742857142857145,15.0,22.999999999999996,4.6,5.971428571428572,-0.41782129880275265,-2.683594745087577,4.6,15.0,1.106122448979592,7.2571428571428624,25.0,2,0.9913419913419913,0.9913419913419913,0.873015873015873,0.18420680743952367,Semi-log,Area,0.8560351420856143,-0.9252216718633509,1.2534208354297067,-2.2442787640983863,-0.18420680743952367
