,Unit,Center,Start radius,End radius,Radius step,I branches (specified),Max inters. (sampled),Max inters. radius (sampled),Sum inters. (sampled),Mean inters. (sampled),Median inters. (sampled),Skeweness (sampled),Kurtosis (sampled),Centroid value (sampled),Centroid radius (sampled),Ramification index (sampled),Branching index (sampled),Enclosing radius (sampled),Intersecting radii,Sholl decay,Method,Normalizer,R^2,r,Determination ratio,Regression intercept,Regression slope,Critical value,Critical radius,Sum inters. (fit),Mean inters. (fit),Median inters. (fit),Skeweness (fit),Kurtosis (fit),Centroid value (fit),Centroid radius (fit),Ramification index (fit),Branching index (fit),Enclosing radius (fit),Polyn. degree,Polyn. R^2,Polyn. R^2 (adj),K-S p-value
Analysis 3,µm,"32.795, 29.743, 0",5,20,3.75,4,3,10,8,2,2,0,1.5,2,12.5,0.75,1,20,4,0.232272061,Semi-log,Area,0.996693407,-0.998345335,1.065395869,-2.428005205,-0.232272061,3,10,8,2,2,6.53E-15,1.5,2,12.5,0.75,1,20,3,1,1,0.771428571
