-,Unit,Center,"Start radius","End radius","Radius step","I branches (specified)","Max inters. (sampled)","Max inters. radius (sampled)","Sum inters. (sampled)","Mean inters. (sampled)","Median inters. (sampled)","Skeweness (sampled)","Kurtosis (sampled)","Centroid value (sampled)","Centroid radius (sampled)","Ramification index (sampled)","Branching index (sampled)","Enclosing radius (sampled)","Intersecting radii","Critical value","Critical radius","Sum inters. (fit)","Mean inters. (fit)","Median inters. (fit)","Skeweness (fit)","Kurtosis (fit)","Centroid value (fit)","Centroid radius (fit)","Ramification index (fit)","Branching index (fit)","Enclosing radius (fit)","Polyn. degree","Polyn. R^2","Polyn. R^2 (adj)","K-S p-value","Sholl decay",Method,Normalizer,R^2,r,"Determination ratio","Regression intercept","Regression slope"
"Analysis 1",µm,"41.581, 36.724, 0",5.0,30.0,4.166666666666667,7.0,4.0,5.0,10.0,1.6666666666666665,1.0,1.9517084927240025,3.6570247933884286,1.6666666666666667,17.5,0.5714285714285714,0.0,30.0,6,3.785714285714286,5.0,10.000000000000004,1.6666666666666672,1.2357142857142875,1.4536722119433048,1.6463924668903624,1.6666666666666672,17.5,0.5408163265306123,2.4285714285714466,30.0,2,0.9366883116883116,0.9366883116883116,0.474025974025974,2.8197478725653533,Log-log,Area,0.9883226412799783,-0.994144175298522,0.891295988635604,1.4200648731941676,-2.8197478725653533
